,Embedding,Texto,Keywords Pregunta
294,[-0.0299   -0.00638  -0.03687  ... -0.006424 -0.02654   0.00198 ],,¿Cuál es el único continente en el que habitan los corvinos negros (Corcorax melanorhamphos)?
295,[-0.0571   -0.01797  -0.09247  ... -0.02016  -0.006645  0.01407 ],"Este artículo trata sobre las Tarjetas flash, para la definición estándar de televisión, véase SD (definición estándar)

Secure Digital (SD) es un dispositivo en formato de tarjeta de memoria para dispositivos portátiles, por ejemplo: cámaras digitales (fotográficas o videograbadoras), teléfonos móviles, teléfonos inteligentes, computadoras portátiles y videoconsolas (de sobremesa y portátiles), tabletas y entre muchos otros. Inicialmente compitió y coexistió con otros formatos, y actualmente es uno de los formatos más comunes y utilizados en dispositivos portátiles y en computadoras y reproductores de música portátiles o domésticos, destacando principalmente por la velocidad a diferencia de sus predecesores.
El estándar SD fue desarrollado por SanDisk, Panasonic y Toshiba, e introducido en 1999 como una mejora evolutiva de las tarjetas MMC. El estándar es mantenido por la Asociación de Tarjetas SD en la que participan varios fabricantes[1]​ y fue implementado en más de 400 marcas de productos, cubriendo docenas de categorías y en más de 8000 modelos.
El formato SD incluye cinco versiones de tarjetas, disponibles en tres tamaños. Las cinco familias son:

“Standard Capacity” (SDSC), la original, «capacidad estándar».
“High Capacity” (SDHC), «alta capacidad».
“Extended Capacity” (SDXC), «capacidad extendida».
“Input/Output” (SDIO), «entrada/salida».
“Ultra Capacity” (SDUC), «Ultra Capacidad».
Los tres tamaños son:

SD estándar original.
miniSD.
microSD.
Este tamaño microSD es muy utilizado en tabletas y teléfonos móviles. Por medio de adaptadores pasivos eléctricamente es posible utilizar tarjetas en ranuras más grandes.
Los dispositivos con ranuras SD pueden utilizar tarjetas MMC, que son más finas, pero las tarjetas SD no caben en las ranuras MMC. Asimismo, se pueden utilizar en las ranuras de CompactFlash o de PC Card con un adaptador. Sus variantes miniSD y microSD se pueden utilizar, también directamente, en ranuras SD mediante un adaptador. Las normales tienen forma de ם. Hay algunas tarjetas SD que tienen un conector USB integrado con un doble propósito, y hay lectores que permiten que las tarjetas SD sean accesibles por medio de muchos puertos de conectividad como USB, FireWire y el puerto paralelo común. Las tarjetas SD también son accesibles mediante una disquetera usando un adaptador FlashPath.",¿Qué significa la abreviatura IOMMU?
296,[-0.05826  -0.07153  -0.042    ... -0.01014  -0.002705 -0.03384 ],"The Love Boat, El crucero del amor (en Hispanoamérica), El bote del amor (en Venezuela) o Vacaciones en el mar (en España) es una serie de televisión estadounidense que se emitió en la cadena ABC entre los años 1977 y 1986. Estaba ambientada en un barco que realizaba cruceros de lujo por diferentes lugares del mundo. Es básicamente una comedia de situación con toques románticos, de tono amable y pensada para un público familiar.Albert Leong (30 de septiembre de 1952) es un artista marcial, coreógrafo de artes marciales, escritor, actor, doble de riesgo y director de ascendencia asiática-estadounidense. Ha aparecido en cine y televisión, además de involucrarse en la producción cinematográfica.
En el año 2000 hizo su debut directorial y como escritor en la película independiente Daddy Tell Me a Story...",¿Cuál es la profesión de Ted Lange?
297,[-0.066     0.01039  -0.01137  ... -0.0197    0.003424  0.010254],"Christopher S. Claremont[1]​[2]​ (Londres, Inglaterra, Reino Unido, 25 de noviembre de 1950),[3]​[4]​ más conocido como Chris Claremont, es un guionista de cómics y escritor, conocido principalmente por ser el autor que popularizó a los X-Men de los años 1980.
Durante sus 16 años ininterrumpidos (1975-1991) como guionista de Uncanny X-Men, Claremont redefinió casi por completo la serie, pasando de estar al borde del cierre a ser una de las más importantes de la editorial. La mayoría de los mutantes de Marvel Comics han sido creados o redefinidos por él, razón por la que es considerado como padre del «subuniverso» mutante de Marvel. Es considerado por muchos como el segundo guionista más importante en la historia de la editorial, tras Stan Lee.La historieta o cómic fantástico es uno de los géneros de ficción en que puede dividirse la producción de historietas. La fantasía asoma en otros muchos géneros falso y, en su concepción más amplia, puede abarcar la historieta de ciencia ficción y la de terror, pero es más habitual concederles una entidad diferente. En términos generales, puede afimarse que el cómic es un medio especialmente propicio para el género fantástico, dado que la ""absoluta libertad del lápiz ante la página en blanco da al artista la capacidad de proponer el más delirante de los mundos posibles con el único límite de su imaginación"".[1]​",¿Qué serie de historietas popularizó el guionista Chris Claremont?
298,[-0.02094   0.006107  0.00623  ...  0.0309    0.03625   0.04056 ],"El Hamilton Academical Football Club es un club de fútbol de Escocia, con sede en Hamilton. Fue fundado en 1874 y compite en el Scottish Championship, segunda categoría del fútbol escocés.La Scottish Challenge Cup (por razones de patrocinio Petrofac Training Cup) es una competición de fútbol de Escocia en la que participan equipos de la Scottish Premiership, Primera, Segunda, Tercera División, más los campeones de la Highland Football League.
La competición se celebró por primera vez durante la temporada 1990-91, como la Copa Centenario B & Q, para celebrar el 100° aniversario de la formación de la Liga escocesa de fútbol. El primer ganador del torneo fue Dundee FC, que venció en la final al Ayr United. Falkirk es el equipo más exitoso en el torneo, con cuatro victorias, la última en 2012.",¿Cuántas veces ha participado el equipo escocés de football Hamilton Academical Football Club en el torneo Scottish Challenge Cup?
299,[ 0.0041   0.03848 -0.05652 ...  0.02126  0.04745 -0.01104],"La Armada de Suecia (en sueco: Svenska marinen) es la rama naval de la Fuerzas Armadas de Suecia.  Se compone de unidades de superficie y submarinas - la Flota (en sueco: Flottan)- así como de unidades de infantería de marina, denominadas Cuerpo Anfibio (Amfibiekåren). Es una marina de guerra de tamaño moderado, pero moderna y poderosa, especializada en buques de defensa costera, como corbetas, minadores, lanchas misileras y patrulleros. Debido a su orientación y sus buques -pensados para operar en el Mar Báltico, el Golfo de Botnia y el Estrecho de Kattegat- no se le puede calificar como una ""armada de agua azul"".
En Suecia, a los buques de la armada se les da el prefijo ""HMS"", abreviatura de ""Hans/Hennes Majestäts Skepp"" (Buque de Su Majestad). Algunas marinas de guerra internacionales, pero no así la propia marina de guerra sueca, le asignan el prefijo ""HSwMS"" (en inglés: ""His Swedish Majesty's Ship"" o ""Buque de Su Majestad Sueca""), sobre todo para diferenciarlos de las naves de la Royal Navy británica, que también usan la abreviatura ""HMS"" (""Her Majesty's Ship"").Carlos IX de Suecia (Estocolmo, 4 de octubre de 1550-Nyköping, 30 de octubre de 1611) fue rey de Suecia entre 1604 y 1611. Fue el último hijo del rey Gustavo Vasa y de su segunda esposa, Margarita Eriksdotter. Antes de ser rey de Suecia, había heredado de su padre el ducado de Södermanland. De 1599 a 1604 se desempeñó como regente de Suecia, tras el derrocamiento de su sobrino, Segismundo Vasa.
Fue un férreo opositor al catolicismo, defensor de la independencia y precursor de la política expansionista sueca, en la que se topó con la rivalidad de Polonia. De carácter represor y autoritario, llevó a cabo la fundación de un Estado fuerte, en concordancia con los ideales de su padre.",¿Qué rey sueco inició la armada de Suecia?
300,[ 0.0349   -0.006557 -0.006115 ...  0.01279   0.03232   0.012276],"Carlos IX de Suecia (Estocolmo, 4 de octubre de 1550-Nyköping, 30 de octubre de 1611) fue rey de Suecia entre 1604 y 1611. Fue el último hijo del rey Gustavo Vasa y de su segunda esposa, Margarita Eriksdotter. Antes de ser rey de Suecia, había heredado de su padre el ducado de Södermanland. De 1599 a 1604 se desempeñó como regente de Suecia, tras el derrocamiento de su sobrino, Segismundo Vasa.
Fue un férreo opositor al catolicismo, defensor de la independencia y precursor de la política expansionista sueca, en la que se topó con la rivalidad de Polonia. De carácter represor y autoritario, llevó a cabo la fundación de un Estado fuerte, en concordancia con los ideales de su padre.Una estación ferroviaria o estación de ferrocarril es una instalación ferroviaria con vías a la que pueden llegar y desde la que se pueden expedir trenes. Se compone de varias vías, con desvíos entre ellas, y se delimita por señales de entrada en ambos sentidos. Adicionalmente son un punto de acceso al ferrocarril de pasajeros y mercancías, aunque no es una condición indispensable para ser una estación.
Suelen componerse de andenes junto a las vías y un edificio de viajeros con servicios como venta de billetes y sala de espera.",¿Cuál fue la última estación espacial soviética?
301,[-0.0578   -0.02818  -0.003994 ... -0.02596   0.005615 -0.01915 ],"Captain Morgan es una de las marcas de ron producida por la empresa Diageo. Recibe este nombre por el corsario del Caribe del siglo XVII originario de Gales Henry Morgan. El eslogan de Captain Morgan es: ""¿Hay un pequeño capitán en ti?"" («Got a little Captain in You?»).Tracy Jamal Morgan (Brooklyn, 10 de noviembre de 1968) es un actor, comediante y autor estadounidense que es conocido por sus ocho temporadas como miembro de elenco de Saturday Night Live y actualmente conocido por interpretar el papel de Tracy Jordan en la serie de NBC 30 Rock.",¿Qué tipo de bebida es el Capitan Morgan?
302,[-0.055    -0.03107  -0.04202  ... -0.011314  0.01956  -0.01639 ],"La epidemiología es una disciplina científica en el área de la salud pública, no solamente la medicina,  que estudia la distribución, frecuencia, magnitud y factores determinantes de las enfermedades existentes en poblaciones humanas definidas. Rich la describió en 1979 como la ciencia que estudia la dinámica de salud en las poblaciones; por lo tanto involucra el análisis e interpretación de las personas que también están sanas.. El profesional especializado en epidemiología se llama epidemiólogo.[1]​La epidemiología ocupacional es una subdisciplina de la epidemiología que se centra en las investigaciones de los trabajadores y el lugar de trabajo.[1]​[2]​ Los estudios epidemiológicos ocupacionales examinan los resultados de salud entre los trabajadores y su posible asociación con las condiciones en el lugar de trabajo, incluidos el ruido, los productos químicos, el calor o la radiación, o la organización del trabajo, como los horarios.
La necesidad de evidencia para informar las regulaciones de seguridad ocupacional, los programas de compensación laboral y la legislación de seguridad motivó el desarrollo de políticas de salud pública, métodos de epidemiología ocupacional y mecanismos de vigilancia.[3]​ La investigación epidemiológica ocupacional puede informar las evaluaciones de riesgos; desarrollo de estándares y otras actividades de gestión de riesgos; y estimaciones de los co-beneficios y co-daños de las políticas diseñadas para reducir los factores de riesgo o las condiciones que pueden afectar la salud humana. Los métodos de epidemiología ocupacional son comunes a los métodos utilizados en epidemiología ambiental.[4]​",¿Para qué se usa un estudio de casos y controles en epidemiología?
303,[ 0.004227  0.00656  -0.04666  ...  0.03207  -0.06256  -0.01959 ],"Eduardo Antônio dos Santos, conocido deportivmente como Edú Manga, (Osasco, Brasil, 2 de febrero de 1967) es un exfutbolista brasileño que jugaba como volante. militó en clubes de Brasil, Chile, Ecuador, España, Japón y México; y tuvo también el privilegio de jugar por la selección brasileña, a fines de la década de los 80', donde jugó la Copa América de Argentina 1987 y las clasificatorias para el Mundial de Italia 1990.Brasil, oficialmente República Federativa de Brasil (),[10]​[11]​ es un país soberano de América del Sur que comprende la mitad oriental del continente y algunos grupos de pequeñas islas en el océano Atlántico. Su capital es Brasilia y su ciudad más poblada es São Paulo. Es el tercer país más grande de América.
Con una superficie estimada en más de 8 500 000 km²,[3]​ es el quinto país más grande del mundo en área total (equivalente al 47,69 % del territorio sudamericano).[12]​ Delimitado por el océano Atlántico al este, Brasil tiene una línea costera de 7491 km.[3]​ Al norte limita con el departamento ultramarino francés de la Guayana Francesa, Surinam, Guyana y Venezuela; al noroeste con Colombia; al oeste con Perú y Bolivia; al suroeste con Paraguay y Argentina, y al sur con Uruguay. De este modo tiene frontera con todos los países de América del Sur, excepto Ecuador y Chile.[13]​ La mayor parte del país está comprendido entre los trópicos terrestres, por lo que las estaciones climáticas no se sienten de una manera radical en gran parte de su territorio. La selva amazónica cubre 3 600 000 km² del territorio. Gracias a su vegetación y al clima, es uno de los países con más especies de animales en el mundo.[14]​
La región del actual Brasil, hasta entonces habitada por pueblos indígenas, tuvo su primer contacto con los europeos en el año 1500 d. C. a través de una expedición portuguesa liderada por Pedro Álvares Cabral. Tras el Tratado de Tordesillas, el territorio brasileño fue el segmento del continente americano que correspondió al reino de Portugal, del cual obtuvo su independencia el 7 de septiembre de 1822. Así, el país pasó de ser parte central del reino de Portugal a un imperio para finalmente convertirse en una república. Su primera capital fue Salvador de Bahía, que fue sustituida por Río de Janeiro hasta que se construyó una nueva capital, Brasilia. Su constitución actual, formulada en 1988, define a Brasil como una república federativa presidencialista.[11]​ La federación está formada por la unión del Distrito Federal, los 26 estados y los 5570 municipios.[11]​[15]​[nota 1]​
A pesar de que sus más de 203 millones de habitantes[17]​ hacen de Brasil el séptimo país más poblado del mundo, presenta un bajo índice de densidad poblacional. Esto se debe a que la mayor parte de la población se concentra a lo largo del litoral, mientras que el interior del territorio aún está marcado por enormes vacíos demográficos. El idioma oficial y el más hablado es el portugués, que lo convierte en el mayor país lusófono del mundo.[13]​ Por su parte, la religión con más seguidores es el catolicismo, siendo el país con mayor número de católicos nominales del mundo. La sociedad brasileña es considerada una sociedad multiétnica al estar formada por descendientes de europeos, indígenas, africanos y asiáticos.
La economía brasileña es la mayor de América del Sur, Iberoamérica y del hemisferio sur, la undécima mayor del mundo por PIB nominal y la octava mayor por paridad del poder adquisitivo (PPC).[18]​[19]​ Es considerado una economía de renta media alta por el Banco Mundial y un país recientemente industrializado, que tiene la mayor proporción de riqueza global de América Latina debido al abundante petróleo y diversos minerales encontrados fácilmente en el país.[20]​[21]​[22]​ Sin embargo, su abundante riqueza está muy concentrada, convirtiendo al país en uno de los más desiguales del mundo,[23]​ el 10 % más rico de su población recibió el 54 % de la renta nacional en 2018.[24]​ Como potencia regional y media, la nación tiene reconocimiento e influencia internacional, siendo también clasificada como potencia global emergente y como potencial superpotencia por varios analistas.[25]​[26]​
El país es miembro fundador de la Organización de las Naciones Unidas (ONU), G20, Comunidad de Países de Lengua Portuguesa (CPLP), Unión Latina, Organización de los Estados Americanos (OEA), Organización de los Estados iberoamericanos (OEI), Mercado Común del Sur (Mercosur) y de la Unión de Naciones Sudamericanas (Unasur), además de ser uno de los países BRICS.",¿Practicar qué deporte le hizo famoso al brasileño Edú Manga?
304,[ 0.0038   0.02914 -0.05038 ...  0.03818 -0.06134 -0.01788],"Brasil, oficialmente República Federativa de Brasil (),[10]​[11]​ es un país soberano de América del Sur que comprende la mitad oriental del continente y algunos grupos de pequeñas islas en el océano Atlántico. Su capital es Brasilia y su ciudad más poblada es São Paulo. Es el tercer país más grande de América.
Con una superficie estimada en más de 8 500 000 km²,[3]​ es el quinto país más grande del mundo en área total (equivalente al 47,69 % del territorio sudamericano).[12]​ Delimitado por el océano Atlántico al este, Brasil tiene una línea costera de 7491 km.[3]​ Al norte limita con el departamento ultramarino francés de la Guayana Francesa, Surinam, Guyana y Venezuela; al noroeste con Colombia; al oeste con Perú y Bolivia; al suroeste con Paraguay y Argentina, y al sur con Uruguay. De este modo tiene frontera con todos los países de América del Sur, excepto Ecuador y Chile.[13]​ La mayor parte del país está comprendido entre los trópicos terrestres, por lo que las estaciones climáticas no se sienten de una manera radical en gran parte de su territorio. La selva amazónica cubre 3 600 000 km² del territorio. Gracias a su vegetación y al clima, es uno de los países con más especies de animales en el mundo.[14]​
La región del actual Brasil, hasta entonces habitada por pueblos indígenas, tuvo su primer contacto con los europeos en el año 1500 d. C. a través de una expedición portuguesa liderada por Pedro Álvares Cabral. Tras el Tratado de Tordesillas, el territorio brasileño fue el segmento del continente americano que correspondió al reino de Portugal, del cual obtuvo su independencia el 7 de septiembre de 1822. Así, el país pasó de ser parte central del reino de Portugal a un imperio para finalmente convertirse en una república. Su primera capital fue Salvador de Bahía, que fue sustituida por Río de Janeiro hasta que se construyó una nueva capital, Brasilia. Su constitución actual, formulada en 1988, define a Brasil como una república federativa presidencialista.[11]​ La federación está formada por la unión del Distrito Federal, los 26 estados y los 5570 municipios.[11]​[15]​[nota 1]​
A pesar de que sus más de 203 millones de habitantes[17]​ hacen de Brasil el séptimo país más poblado del mundo, presenta un bajo índice de densidad poblacional. Esto se debe a que la mayor parte de la población se concentra a lo largo del litoral, mientras que el interior del territorio aún está marcado por enormes vacíos demográficos. El idioma oficial y el más hablado es el portugués, que lo convierte en el mayor país lusófono del mundo.[13]​ Por su parte, la religión con más seguidores es el catolicismo, siendo el país con mayor número de católicos nominales del mundo. La sociedad brasileña es considerada una sociedad multiétnica al estar formada por descendientes de europeos, indígenas, africanos y asiáticos.
La economía brasileña es la mayor de América del Sur, Iberoamérica y del hemisferio sur, la undécima mayor del mundo por PIB nominal y la octava mayor por paridad del poder adquisitivo (PPC).[18]​[19]​ Es considerado una economía de renta media alta por el Banco Mundial y un país recientemente industrializado, que tiene la mayor proporción de riqueza global de América Latina debido al abundante petróleo y diversos minerales encontrados fácilmente en el país.[20]​[21]​[22]​ Sin embargo, su abundante riqueza está muy concentrada, convirtiendo al país en uno de los más desiguales del mundo,[23]​ el 10 % más rico de su población recibió el 54 % de la renta nacional en 2018.[24]​ Como potencia regional y media, la nación tiene reconocimiento e influencia internacional, siendo también clasificada como potencia global emergente y como potencial superpotencia por varios analistas.[25]​[26]​
El país es miembro fundador de la Organización de las Naciones Unidas (ONU), G20, Comunidad de Países de Lengua Portuguesa (CPLP), Unión Latina, Organización de los Estados Americanos (OEA), Organización de los Estados iberoamericanos (OEI), Mercado Común del Sur (Mercosur) y de la Unión de Naciones Sudamericanas (Unasur), además de ser uno de los países BRICS.Lugdunum Convenarum, literalmente «cerro del dios Lug de los Cónvenos» es el nombre que se suele dar hoy en día a una importante antigua ciudad urbana aquitano-romana del suroeste de la Galia romana, correspondiente al actual pueblo de Saint-Bertrand-de-Comminges.",¿En que país actual estuvo ubicada la ciudad romana de Lugdunum?
305,[ 0.01519  0.0499  -0.00696 ...  0.03772 -0.01743 -0.03668],"A Portuguesa (en español, La Portuguesa) es el nombre por el que se conoce el Himno nacional de Portugal.
La letra fue escrita por Henrique Lopes de Mendonça mientras que la música fue compuesta por Alfredo Keil.[1]​ Fue compuesta inicialmente como una marcha, como respuesta al ultimátum británico de 1890. Adoptado como un himno republicano y finalmente por la nueva República Portuguesa en 1910 como Himno Nacional, reemplazando a O Hino da Carta, el último himno de la monarquía constitucional en Portugal.Un himno nacional es una composición musical emblemática de una nación, que la identifica y que une entre sí a quienes la interpretan.[1]​ Estas funciones representativas, simbólicas y de unión son compartidas con la bandera, el traje típico y otros.
En general, los himnos nacionales tratan de reflejar la unión, el sentimiento de solidaridad y la glorificación de la historia y las tradiciones de un país.[2]​ 
Los himnos nacionales comienzan a surgir en la modernidad, al mismo tiempo que lo hace la nación. [3]​Así pues, algunos de los himnos nacionales más antiguos del  mundo son los de Gran Bretaña (1740),[4]​España (1770), Francia (1792) y Argentina (1812-1813).[3]​Existen otras composiciones musicales de mayor antigüedad, pero solo más tardíamente se les acabaría otorgando el carácter de himnos nacionales.[3]​
Durante los siglos xix y xx, con el crecimiento del número de países independientes, muchos de ellos adoptaron himnos nacionales que, en algunos casos, coexistían con canciones populares de carácter patriótico utilizadas.[5]​
Según Michael Billing, en su libro titulado Nacionalismo Banal, el himno es uno de los elementos utilizados para crear y mantener identidades nacionales.[6]​ Para Enric Hobsbawn y Terence Ranger, es uno de los elementos de estudio en el entorno de lo que llaman la invención de la tradición.[4]​","¿Quién escribió la letra del himno nacional de portugal, A Portuguesa?"
306,[-0.01947   -0.00861   -0.04465   ...  0.012436   0.0004086 -0.02771  ],"Kansas City, Kansas (abreviado como KCK) es la tercera ciudad más grande del estado estadounidense de Kansas y sede del condado de Wyandotte, formando parte del ""Gobierno Unificado"",[6]​ el cual incluye también a las ciudades de Bonner Springs y Edwardsville. Según estimaciones del censo del año 2000, la población de la ciudad era de 146 867 habitantes. Situada en la confluencia de los ríos Misuri y Kansas,[7]​ la ciudad está frente a Kansas City, Misuri, y está incluida en el área metropolitana de Kansas City, la cual es una ciudad satélite de la ciudad principal.Los fotógrafos de la Guerra de Secesión fueron numerosos y muy activos en ambos lados del campo de batalla; la Guerra de Secesión fue el primer conflicto del siglo XIX ampliamente cubierto por los medios de comunicación y por medio de reporteros informativos, uno de los primeros casos de periodismo de guerra real, que se acercaron a los principales enfrentamientos y a través de sus especialistas en la caza de imágenes.
Luego hubo un gran grupo de fotógrafos, también de otras nacionalidades, que trabajaron con total o menos autonomía con la intención explícita de documentar las tragedias de lo que pronto resultó ser una guerra periodística luchada con las armas de propaganda. Las imágenes así recopiladas habían proporcionado a la posteridad un registro visual completo del evento catastrófico que causó más de medio millón de muertes, pero también de sus figuras más altas, desde generales prominentes hasta soldados rasos, contribuyendo a crear una fuerte impresión de asociación, sobre la población civil. Una cosa que generalmente no es conocida por el público en general es el hecho de que aproximadamente el 70% de la fotografía documental de la guerra fue capturada por las lentes gemelas de una cámara estereoscópica.[1]​ 
La Guerra Civil Americana fue la primera guerra en la historia, cuya realidad íntima se traería al hogar, no únicamente en las representaciones de periódicos, tarjetas de álbumes y tarjetas de visita, sino en un nuevo formato popular en 3D llamado «estereógrafo», «estereocardio» o «stereoview». Millones de estas tarjetas fueron producidas y compradas por un público ansioso por experimentar la naturaleza de la guerra de una manera completamente nueva.[2]​",¿Cómo se le conoce al evento predecesor de la guerra de secesión o guerra civil estadounidense que ocurrió en Kansas?
307,[-0.04126    0.0097    -0.04645   ...  0.0005436 -0.02254   -0.04138  ],"El primer caso de la pandemia de COVID-19 en el Perú fue anunciado el 6 de marzo de 2020,[2]​ y la transmisión comunitaria fue confirmada el 15 de marzo,[3]​ mientras que el primer fallecimiento fue reportado dos días después.[4]​ El brote se extendió a todo el país, con Ucayali siendo el último departamento en reportar su primer caso el 12 de abril.[5]​ En julio de 2020, se confirmó que indígenas sharanahuas en la provincia de Purús habían sido contagiados, convirtiéndose en la última provincia del país en declarar tener presencia infectados.[6]​ Desde finales de abril de 2020, los contagios aumentaron y el Perú se convirtió en el segundo país con más casos en América Latina y el quinto en el mundo.[7]​[8]​ El 26 de agosto de 2020, el Perú alcanzó el mayor índice de mortalidad per cápita y el noveno país con mayor cantidad de muertes totales.[9]​ Con más de 200 000 muertos, el evento fue el más mortífero de la historia del Perú, cobrándose más vidas que la época del terrorismo.[10]​
El 15 de marzo de 2020, el gobierno declaró estado de emergencia y aislamiento social obligatorio a nivel nacional por 15 días,[11]​ lo que se extendió varias veces hasta fines de junio.[12]​ En junio, se cambió la cuarentena general por un aislamiento social focalizado y se flexibilizó la inmovilización social obligatoria.[13]​ Esta medida se extendió varias veces hasta septiembre, con nuevos departamentos y provincias entrando en aislamiento focalizado. En enero de 2021, comenzó la segunda ola, con algunas regiones regresando a la cuarentena total. El 4 de enero de 2022, se oficializó el inicio de la tercera ola, que tuvo picos muy superiores de contagios a comparación de las dos anteriores. El 26 de junio de 2022 se oficializó el inicio de la cuarta ola[14]​ y el 2 de diciembre la quinta ola.[15]​La pandemia de COVID-19, conocida también como pandemia de coronavirus, es una pandemia derivada de la enfermedad causada por el virus SARS-CoV-2.[8]​[9]​ Inicialmente fue llamada «neumonía de Wuhan», puesto que los primeros casos fueron identificados en diciembre de 2019 en la ciudad china de Wuhan,[10]​[11]​ al reportarse casos de un grupo de personas enfermas con un tipo de neumonía desconocida. La mayoría de los afectados tenía vinculación con trabajadores del Mercado mayorista de mariscos de Huanan.[12]​ La Organización Mundial de la Salud (OMS) la declaró una emergencia de salud pública de importancia internacional el 30 de enero de 2020, condición que mantuvo hasta el 5 de mayo de 2023, cuando la OMS decretó el fin de la emergencia sanitaria.[13]​ El curso de la enfermedad se encuentra en endémico, debido a que ya no se reportan casos con tanta frecuencia como en sus primeros años.[14]​
Semanas antes de la declaración del fin de la emergencia de salud pública de importancia internacional, algunos países ya habían iniciado la transición de su enfoque de salud pública hacia la consideración del SARS-CoV-2 como un virus endémico.[15]​[16]​
Para el 8 de agosto de 2023 se habían contabilizado más de 692 millones de casos de la enfermedad en 260 países y territorios, y 6.97 millones de fallecidos. Por otra parte, para enero de 2023 se han alcanzado las 5294 millones de personas vacunadas con al menos una dosis, un 66% de la población mundial. La OMS estima que al menos el 10% de la población mundial ya se había contagiado de esta enfermedad (unas 780 millones de personas infectadas aproximadamente), debido al gran subregistro de casos a nivel mundial.[17]​[18]​
El virus se transmite generalmente de persona a persona a través de pequeñas gotas de saliva, conocidas como gotas de Flügge, que se emiten al hablar, estornudar, toser o respirar.[19]​[20]​[21]​ También está documentada la transmisión por aerosoles (< 5 μm). Se difunde principalmente cuando las personas están en contacto cercano, pero también se puede difundir al tocar una superficie contaminada y luego llevar las manos contaminadas a la cara o las mucosas. Su período de incubación suele ser de cinco días, pero puede variar de dos hasta catorce días.[22]​[23]​ Los síntomas más comunes son fiebre, tos seca y dificultades para respirar.[22]​ Las complicaciones pueden incluir neumonía, síndrome respiratorio agudo o sepsis.[24]​[25]​[26]​ En la Organización Mundial del Comercio (OMC), un grupo de 99 países en vías de desarrollo liderados por India y Sudáfrica, con el apoyo de ONG como Médicos sin Fronteras, pidieron la suspensión temporal de las patentes de las vacunas contra la COVID-19 mientras dure la pandemia. A este pedido se oponen, entre otros países, la mayoría de los miembros de la Unión Europea, Estados Unidos y Brasil.[27]​[28]​[29]​[30]​[31]​
Las medidas de prevención recomendadas incluyen lavarse las manos, cubrirse la boca al toser, el distanciamiento físico entre las personas y el uso de máscaras faciales, además del autoaislamiento y el seguimiento para las personas sospechosas de estar infectadas.[20]​ La edad (> 65 años) así como la presencia de enfermedades crónicas como la diabetes, cardiopatías, enfermedades respiratorias, hipertensión arterial o inmunodeficiencias son factores de riesgo que incrementan la probabilidad de contraer la enfermedad y de llegar a tener complicaciones graves, por lo que se aconseja el confinamiento domiciliario tanto como sea posible.[32]​
Asimismo, se ha confirmado que otros animales —como venados,[33]​ perros, gatos, tigres, leones y murciélagos— pueden contraer COVID-19 al igual que los seres humanos. Aún está en estudio si los animales también deberían tomar las mismas medidas de distanciamiento que los seres humanos para evitar su propagación.[34]​[35]​ Para evitar la expansión del virus, los gobiernos han impuesto restricciones de viajes, cuarentenas, confinamientos, cancelación de eventos y el cierre de establecimientos.[cita requerida]
La pandemia tuvo un efecto socioeconómico disruptivo.[36]​ Durante 2020 y parte de 2021 se cerraron colegios y universidades en más de 124 países, lo que afectó a más de 2200 millones de estudiantes.[37]​ Aproximadamente un tercio de la población mundial fue confinada y se impusieron fuertes restricciones a la libertad de circulación,[38]​ lo cual condujo a una reducción drástica de la actividad económica[39]​ y a un aumento paralelo del desempleo.[40]​ Se han desatado maniobras de desinformación y teorías conspirativas sobre el virus,[41]​[42]​ así como algunos incidentes de xenofobia y racismo contra ciudadanos chinos y de otros países del este y sudeste asiático.[43]​ Debido a la reducción de los viajes y al cierre de numerosas empresas, ha habido un descenso en la contaminación atmosférica.[44]​[45]​
La OMS dio por finalizada la COVID-19 el 5 de mayo de 2023.[46]​ La enfermedad ha seguido circulando, pero a partir de 2024, los expertos no estaban seguros de si seguía siendo una pandemia.[47]​  Las pandemias y sus finales no están bien definidos, y si una ha terminado o no difiere según la definición utilizada. A 27 de octubre de 2024, COVID-19 ha causado 7.071.311 muertes confirmadas. La pandemia COVID-19 es la quinta pandemia o epidemia más mortífera de la historia.",¿Qué relación tienen las protestas en Perú ocurridas a inicios de 2022 con la pandemia del covid-19?
